ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,User-ID,Book-Rating,Rating-Count
0684857820,Lucky,Alice Sebold,1999,Scribner,213255,8,56
0399149325,Portrait of a Killer: Jack the Ripper -- Case Closed,Patricia Cornwell,2002,G. P. Putnam's Sons,213255,10,64
0971880107,Wild Animus,Rich Shapero,2004,Too Far,213316,2,772
0151008116,Life of Pi,Yann Martel,2002,Harcourt,213316,8,90
0385722206,Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,2002,Anchor,213316,8,172
0971880107,Wild Animus,Rich Shapero,2004,Too Far,215953,3,772
0385508417,Skipping Christmas,JOHN GRISHAM,2002,Doubleday,216386,7,51
1558744630,Chicken Soup for the Teenage Soul (Chicken Soup for the Soul),Jack Canfield,1997,Health Communications,216386,9,65
0684801523,The Great Gatsby,F. Scott Fitzgerald,1995,Scribner,216386,8,96
0140067477,The Tao of Pooh,Benjamin Hoff,1983,Penguin Books,217106,5,108
0140092323,Lake Wobegon days,Garrison Keillor,1986,Penguin Books,217106,8,70
0345339711,"The Two Towers (The Lord of the Rings, Part 2)",J.R.R. TOLKIEN,1986,Del Rey,217566,9,105
0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday,218068,8,422
0380789035,American Gods,Neil Gaiman,2002,HarperTorch,218068,9,166
0375703861,White Teeth: A Novel,Zadie Smith,2001,Vintage Books USA,218068,4,103
0374199698,Middlesex: A Novel,Jeffrey Eugenides,2002,"Farrar, Straus and Giroux",218068,9,81
0671759345,Ruby (Landry),V.C. Andrews,1994,Pocket,218068,7,61
0380730138,Vinegar Hill (Oprah's Book Club (Paperback)),A. Manette Ansay,1998,Perennial,218608,8,160
006101351X,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,1998,HarperTorch,218608,9,213
0671021001,She's Come Undone (Oprah's Book Club),Wally Lamb,1998,Pocket,218608,10,226
0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday,218608,10,422
044022165X,The Rainmaker,JOHN GRISHAM,1996,Dell,218608,7,213
0345361792,A Prayer for Owen Meany,John Irving,1990,Ballantine Books,218608,9,213
089480829X,What to Expect When You're Expecting (Revised Edition),Arlene Eisenberg,1996,Workman Pub Co,218608,10,78
0399501487,Lord of the Flies,William Gerald Golding,1959,Perigee Trade,218608,8,158
0380002930,Watership Down,Richard Adams,1976,Avon,218608,8,139
044651652X,The Bridges of Madison County,Robert James Waller,1992,Warner Books,218608,5,205
0452282829,We Were the Mulvaneys,Joyce Carol Oates,1996,Plume,218608,8,184
080410526X,All I Really Need to Know,ROBERT FULGHUM,1989,Ivy Books,218608,8,174
031242227X,Running with Scissors: A Memoir,Augusten Burroughs,2003,Picador USA,218608,10,79
0671001795,Two for the Dough,Janet Evanovich,1996,Pocket,218608,8,186
0425119653,Mutation,Robin Cook,1991,Berkley Publishing Group,218608,8,60
0425178579,Betrayal in Death,Nora Roberts,2001,Berkley Publishing Group,218608,8,72
0679745203,The English Patient,Michael Ondaatje,1996,Vintage Books USA,218608,8,123
0553279378,I Know Why the Caged Bird Sings,MAYA ANGELOU,1983,Bantam,218608,8,105
0671894455,FORREST GUMP (Movie Tie in),Winston Groom,1994,Pocket,218608,9,98
0446607657,When the Wind Blows,James Patterson,1999,Warner Vision,218608,9,156
0451163966,One Flew Over the Cuckoo's Nest,Ken Kesey,1989,Signet Book,218608,8,67
0553573136,Couplehood,PAUL REISER,1995,Bantam,218608,8,94
0312306326,Visions of Sugar Plums,Janet Evanovich,2002,St. Martin's Press,218608,8,59
0345298349,Gorky Park,Martin Cruz Smith,1993,Ballantine Books,218608,8,66
051513628X,Key of Light (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books,218608,6,97
0446606189,Cat &amp; Mouse (Alex Cross Novels),James Patterson,1998,Warner Books,218608,9,119
0842329129,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996,Tyndale House Publishers,219546,7,156
0345436911,The Dress Lodger (Ballantine Reader's Circle),Sheri Holman,2001,Ballantine Books,219546,6,69
0399501487,Lord of the Flies,William Gerald Golding,1959,Perigee Trade,219546,5,158
0451153553,Misery,Stephen King,1988,New Amer Library,219546,7,78
0842329218,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2),Tim LaHaye,1997,Tyndale House Publishers,219546,7,115
0316096199,Lucky : A Memoir,Alice Sebold,2002,Back Bay Books,219546,9,190
014028009X,Bridget Jones's Diary,Helen Fielding,1999,Penguin Books,219546,8,164
0440180295,Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death,Kurt Vonnegut,1991,Laurel,219546,8,79
0451184963,Insomnia,Stephen King,1995,Signet Book,219546,7,112
0156007479,Slammerkin,Emma Donoghue,2002,Harvest Books,219546,10,59
0451176464,Gerald's Game,Stephen King,2001,Signet Book,219546,10,85
0451172817,Needful Things,Stephen King,2004,Signet Book,219546,7,104
0971880107,Wild Animus,Rich Shapero,2004,Too Far,220688,3,772
0140067477,The Tao of Pooh,Benjamin Hoff,1983,Penguin Books,220688,10,108
1558531025,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown,1991,Thomas Nelson,220688,9,56
0452282152,Girl with a Pearl Earring,Tracy Chevalier,2001,Plume Books,220688,10,242
0060987103,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,1996,Regan Books,220688,10,181
0671021001,She's Come Undone (Oprah's Book Club),Wally Lamb,1998,Pocket,220688,10,226
0312278586,The Nanny Diaries: A Novel,Emma McLaughlin,2002,St. Martin's Press,220688,10,230
0060938455,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,2002,Perennial,220688,10,173
0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday,220688,10,422
0316776963,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books,220688,10,186
0316777730,Naked,David Sedaris,1998,Back Bay Books,220688,10,58
0440206154,Red Dragon,Thomas Harris,2000,Dell Publishing Company,220688,10,212
0375725784,A Heartbreaking Work of Staggering Genius,Dave Eggers,2001,Vintage Books USA,220688,10,124
059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books,220688,10,285
0140298479,Bridget Jones: The Edge of Reason,Helen Fielding,2001,Penguin Books,220688,9,120
0446532231,"Dude, Where's My Country?",Michael Moore,2003,Warner Books,220688,10,104
0060987561,I Know This Much Is True,Wally Lamb,1999,Regan Books,220688,10,129
0439064872,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,Scholastic,220688,10,179
0553272535,Night,Elie Wiesel,1982,Bantam Books,220688,10,105
1573225517,High Fidelity,Nick Hornby,1996,Riverhead Books,220688,10,61
0373250126,Milkrun,Sarah Mlynowski,2001,Harlequin,220688,10,55
038550926X,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,2003,Doubleday,220688,8,85
014028009X,Bridget Jones's Diary,Helen Fielding,1999,Penguin Books,220688,9,164
038549081X,The Handmaid's Tale : A Novel,Margaret Atwood,1998,Anchor,220688,10,72
043935806X,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic,220688,10,202
0446608955,A Walk to Remember,Nicholas Sparks,2000,Warner Books,220688,9,153
0439136369,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,2001,Scholastic,220688,10,122
0439139600,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002,Scholastic Paperbacks,220688,10,103
0380820293,Last Chance Saloon,Marian Keyes,2002,Avon,220688,10,63
0553250426,The Clan of the Cave Bear (Earth's Children (Paperback)),Jean M. Auel,1984,Bantam Books,220688,10,148
0877017883,Griffin &amp; Sabine: An Extraordinary Correspondence,Nick Bantock,1991,Chronicle Books,220688,10,51
0451160525,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,1994,New American Library,220867,7,96
0316969680,The Beach House,James Patterson,2002,"Little, Brown",221777,6,61
0375502238,Blessings,ANNA QUINDLEN,2002,Random House,221777,8,78
0440222656,The Horse Whisperer,Nicholas Evans,1996,Dell,221777,8,253
0671534718,Melody (Logan),V.C. Andrews,1996,Pocket,221777,6,56
0671693816,Wifey,Judy Blume,1989,Pocket,221777,8,86
0446605484,Roses Are Red (Alex Cross Novels),James Patterson,2001,Warner Vision,222035,5,135
0060173289,Divine Secrets of the Ya-Ya Sisterhood : A Novel,Rebecca Wells,1996,HarperCollins,222035,5,57
0316666343,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown",222035,5,555
0060938455,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,2002,Perennial,222035,7,173
0440211727,A Time to Kill,JOHN GRISHAM,1992,Dell,222035,9,318
0425177173,Atlantis Found,Clive Cussler,2001,Berkley Publishing Group,222035,5,51
0446610038,1st to Die: A Novel,James Patterson,2002,Warner Vision,222035,7,210
067976402X,Snow Falling on Cedars,David Guterson,1995,Vintage Books USA,222035,9,319
0380718340,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1994,Avon,222035,8,126
034541389X,Flesh and Blood,Jonathan Kellerman,2002,Ballantine Books,222035,7,98
0425189864,Mortal Prey,John Sandford,2003,Berkley Publishing Group,222035,8,62
0380778556,Rebecca,Daphne Du Maurier,1994,Avon,222050,10,56
0553572997,The Alienist,Caleb Carr,1995,Bantam Books,222050,10,182
0399145087,Black Notice,Patricia Daniels Cornwell,1999,Putnam Pub Group,223201,8,59
0312265867,To the Nines: A Stephanie Plum Novel,Janet Evanovich,2003,St. Martin's Press,223201,10,90
0316666009,1st to Die: A Novel,James Patterson,2001,Little Brown and Company,223201,8,59
0399150897,Blow Fly: A Scarpetta Novel,Patricia Cornwell,2003,Putnam Publishing Group,223201,9,70
0385475721,The Blind Assassin,Margaret Atwood,2000,Nan A. Talese,223201,8,56
0312979096,Now You See Me,Tina Wainscott,2002,St. Martin's Paperbacks,223201,8,57
0399149155,Q Is for Quarry,Sue Grafton,2002,Putnam Publishing Group,223201,9,73
0385424728,The Chamber,John Grisham,1994,Doubleday Books,223253,10,70
0553279912,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,1987,Bantam,223253,10,209
0971880107,Wild Animus,Rich Shapero,2004,Too Far,223566,3,772
0156027321,Life of Pi,Yann Martel,2003,Harvest Books,223566,9,239
0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday,223566,9,422
0385335881,Shopaholic Takes Manhattan (Summer Display Opportunity),Sophie Kinsella,2002,Delta,223566,8,123
0451156609,The Tommyknockers,Stephen King,1994,Signet Book,223566,9,112
0553274295,Where the Red Fern Grows,Wilson Rawls,1984,Random House Children's Books,223566,9,68
0451186362,Rose Madder,Stephen King,2004,Signet Book,223566,8,86
0425192733,Portrait of a Killer: Jack the Ripper-- Case Closed (Berkley True Crime),Patricia Cornwell,2003,Berkley Publishing Group,223566,3,61
1558745718,Chicken Soup for the Pet Lover's Soul (Chicken Soup for the Soul),Jack Canfield,1998,Health Communications,223566,9,55
0451180232,Nightmares &amp; Dreamscapes,Stephen King,2004,Signet Book,223566,7,71
0743211375,From a Buick 8 : A Novel,Stephen King,2002,Scribner,223566,7,70
0385730586,Sisterhood of the Traveling Pants,ANN BRASHARES,2003,Delacorte Books for Young Readers,223814,9,87
0345417623,Timeline,MICHAEL CRICHTON,2000,Ballantine Books,224349,9,172
0345378490,Congo,Michael Crichton,1995,Ballantine Books,224349,7,170
0452282152,Girl with a Pearl Earring,Tracy Chevalier,2001,Plume Books,224349,9,242
0804111359,Secret History,DONNA TARTT,1993,Ballantine Books,224349,6,115
0312195516,The Red Tent (Bestselling Backlist),Anita Diamant,1998,Picador USA,224349,9,335
0385490992,The Street Lawyer,John Grisham,1998,Doubleday Books,224349,8,62
0385472951,The Partner,John Grisham,1997,Doubleday Books,224349,7,60
0440211727,A Time to Kill,JOHN GRISHAM,1992,Dell,224349,8,318
0679734775,The House on Mango Street (Vintage Contemporaries),SANDRA CISNEROS,1991,Vintage,224349,9,78
0345370775,Jurassic Park,Michael Crichton,1999,Ballantine Books,224349,8,281
1400034779,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,2003,Anchor,224349,8,233
0786885688,Shopgirl,Steve Martin,2001,Hyperion,224349,6,72
0553572997,The Alienist,Caleb Carr,1995,Bantam Books,224349,8,182
0345416260,Pope Joan (Ballantine Reader's Circle),Donna Woolfolk Cross,1996,Ballantine Books,224349,9,57
0449212602,The Handmaid's Tale,Margaret Atwood,1989,Fawcett Books,224349,8,174
0451524934,1984,George Orwell,1990,Signet Book,224349,9,101
0316602051,The Jester,James Patterson,2003,"Little, Brown",224349,8,63
1573229326,How to Be Good,Nick Hornby,2002,Riverhead Books,224349,7,104
0316168688,The Dogs of Babel (Today Show Book Club #12),Carolyn Parkhurst,2003,"Little, Brown",224349,8,80
0385474016,"Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies",Laura Esquivel,1994,Anchor Books/Doubleday,224349,8,109
0446602612,The Poet,Michael Connelly,1997,Warner Books,224349,8,53
0142002267,"Word Freak: Heartbreak, Triumph, Genius, and Obsession in the World of Competitive Scrabble Players",Stefan Fatsis,2002,Penguin Books,224349,5,60
0375760911,The Idiot Girls' Action Adventure Club,Laurie Notaro,2002,Villard Books,224349,7,80
080410526X,All I Really Need to Know,ROBERT FULGHUM,1989,Ivy Books,224349,9,174
0399149325,Portrait of a Killer: Jack the Ripper -- Case Closed,Patricia Cornwell,2002,G. P. Putnam's Sons,224349,6,64
0446670111,Einstein's Dreams,Alan Lightman,1994,Warner Books,224349,7,57
0679444815,Timeline,Michael Crichton,1999,Alfred A. Knopf,224349,9,59
0440998050,A Wrinkle in Time,Madeleine L'Engle,1976,Laure Leaf,224349,8,87
0345354621,The Terminal Man,Michael Crichton,1988,Ballantine Books,224349,6,60
0452284449,The Virgin Blue,Tracy Chevalier,2003,Plume Books,224349,5,70
0374199698,Middlesex: A Novel,Jeffrey Eugenides,2002,"Farrar, Straus and Giroux",224349,10,81
0971880107,Wild Animus,Rich Shapero,2004,Too Far,224525,10,772
0842329129,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996,Tyndale House Publishers,224525,10,156
0439064872,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,Scholastic,224525,10,179
043936213X,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,2001,Scholastic,224525,10,53
0380012863,Jonathan Livingston Seagull,Richard Bach,1976,Avon,224646,10,74
0345313860,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,Ballantine Books,224646,8,206
0060938455,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,2002,Perennial,224646,7,173
0380789019,Neverwhere,Neil Gaiman,1998,Avon,224646,9,116
0451177096,Dolores Claiborne,Stephen King,2004,Signet Book,224646,8,102
0425175405,Black Notice,Patricia Daniels Cornwell,2000,Berkley Publishing Group,224646,8,133
0345337662,Interview with the Vampire,Anne Rice,1993,Ballantine Books,224646,8,296
0345351525,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,224646,7,165
038549081X,The Handmaid's Tale : A Novel,Margaret Atwood,1998,Anchor,224646,9,72
0399149325,Portrait of a Killer: Jack the Ripper -- Case Closed,Patricia Cornwell,2002,G. P. Putnam's Sons,224646,5,64
0451186362,Rose Madder,Stephen King,2004,Signet Book,224646,8,86
0441569595,Neuromancer (Remembering Tomorrow),William Gibson,1995,Ace Books,224646,10,85
0345417623,Timeline,MICHAEL CRICHTON,2000,Ballantine Books,224768,6,172
0441790348,Stranger in a Strange Land (Remembering Tomorrow),Robert A. Heinlein,1995,ACE Charter,224768,6,68
0345413350,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,1997,Del Rey,224768,8,95
0971880107,Wild Animus,Rich Shapero,2004,Too Far,224809,3,772
0375726403,Empire Falls,Richard Russo,2002,Vintage Books USA,224809,9,160
0446672211,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books,224809,10,307
0385505833,Skipping Christmas,JOHN GRISHAM,2001,Doubleday,224809,7,98
0375702709,A Lesson Before Dying (Vintage Contemporaries (Paperback)),Ernest J. Gaines,1997,Vintage Books USA,224809,9,103
0060916508,Their Eyes Were Watching God: A Novel,Zora Neale Hurston,1990,Perennial,224809,10,62
0671042262,The Blue Nowhere : A Novel,Jeffery Deaver,2002,Pocket,224809,10,83
0440236703,Tell No One,Harlan Coben,2002,Dell Publishing Company,224809,10,115
0380731851,Mystic River,Dennis Lehane,2002,HarperTorch,224809,10,156
0385265700,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,1990,Anchor,224809,10,187
0375504397,Black House,Stephen King,2001,Random House Trade,224809,9,56
0316096199,Lucky : A Memoir,Alice Sebold,2002,Back Bay Books,224809,10,190
0553582755,One Door Away from Heaven,Dean R. Koontz,2002,Bantam Books,224809,10,101
0679751521,Midnight in the Garden of Good and Evil,John Berendt,1999,Vintage Books USA,224809,6,93
0312144075,The Samurai's Garden : A Novel,Gail Tsukiyama,1996,St. Martin's Griffin,224809,8,61
0446607657,When the Wind Blows,James Patterson,1999,Warner Vision,224809,10,156
0743211375,From a Buick 8 : A Novel,Stephen King,2002,Scribner,224809,9,70
0316781010,Fortune's Rocks: A Novel,Anita Shreve,1999,Back Bay Books,224809,10,80
0385720955,The Blind Assassin,Margaret Atwood,2001,Anchor Books/Doubleday,224809,3,80
0553801430,By the Light of the Moon,DEAN KOONTZ,2002,Bantam,224809,10,51
1558531025,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown,1991,Thomas Nelson,225087,10,56
0446612545,The Beach House,James Patterson,2003,Warner Books,225087,5,141
0330332775,Bridget Jones's Diary,Helen Fielding,1997,Picador (UK),225087,8,57
0446605484,Roses Are Red (Alex Cross Novels),James Patterson,2001,Warner Vision,225087,10,135
0380012863,Jonathan Livingston Seagull,Richard Bach,1976,Avon,225087,10,74
0671867113,Moonlight Becomes You,Mary Higgins Clark,1997,Pocket,225087,10,91
0060915544,The Bean Trees,Barbara Kingsolver,1989,Perennial,225087,10,129
0385490992,The Street Lawyer,John Grisham,1998,Doubleday Books,225087,10,62
055356451X,Night Sins,TAMI HOAG,1995,Bantam,225087,10,104
0316693200,2nd Chance,James Patterson,2002,"Little, Brown",225087,10,73
0671003755,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press,225087,10,222
0440206154,Red Dragon,Thomas Harris,2000,Dell Publishing Company,225087,10,212
0345370775,Jurassic Park,Michael Crichton,1999,Ballantine Books,225087,10,281
0446606812,Message in a Bottle,Nicholas Sparks,1999,Warner Vision,225087,10,212
0671028375,Fatal Voyage,Kathy Reichs,2002,Pocket,225087,10,84
0671793489,All Around the Town,Mary Higgins Clark,1993,Pocket Star,225087,10,99
0671042262,The Blue Nowhere : A Novel,Jeffery Deaver,2002,Pocket,225087,9,83
0553572997,The Alienist,Caleb Carr,1995,Bantam Books,225087,8,182
